,measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
275,Prevalence,156,United Arab Emirates,2,Female,149,15 to 24,2019,0.040793175,0.065424486,0.024665425
276,Prevalence,157,Yemen,1,Male,149,15 to 24,2019,0.185235477,0.222851679,0.152305304
277,Prevalence,157,Yemen,2,Female,149,15 to 24,2019,0.051711499,0.083165717,0.030509155
278,Prevalence,158,South Asia,1,Male,149,15 to 24,2019,0.137606751,0.155736502,0.12135931
279,Prevalence,158,South Asia,2,Female,149,15 to 24,2019,0.019056496,0.027690076,0.012416843
280,Prevalence,160,Afghanistan,1,Male,149,15 to 24,2019,0.150881101,0.18208606,0.121736373
281,Prevalence,160,Afghanistan,2,Female,149,15 to 24,2019,0.025139587,0.042320623,0.013445664
282,Prevalence,161,Bangladesh,1,Male,149,15 to 24,2019,0.26080074,0.30016872,0.226575367
283,Prevalence,161,Bangladesh,2,Female,149,15 to 24,2019,0.011374757,0.019246418,0.0059916
284,Prevalence,162,Bhutan,1,Male,149,15 to 24,2019,0.221474797,0.261163879,0.182627577
285,Prevalence,162,Bhutan,2,Female,149,15 to 24,2019,0.073071433,0.107434512,0.046127719
286,Prevalence,163,India,1,Male,149,15 to 24,2019,0.126489315,0.149181549,0.10494194
287,Prevalence,163,India,2,Female,149,15 to 24,2019,0.01982745,0.031254103,0.011335458
288,Prevalence,164,Nepal,1,Male,149,15 to 24,2019,0.199518184,0.229405301,0.171344567
289,Prevalence,164,Nepal,2,Female,149,15 to 24,2019,0.030072699,0.049532645,0.017364214
290,Prevalence,165,Pakistan,1,Male,149,15 to 24,2019,0.119343272,0.142943642,0.096588216
291,Prevalence,165,Pakistan,2,Female,149,15 to 24,2019,0.018268884,0.031389652,0.010144583
292,Prevalence,166,Sub-Saharan Africa,1,Male,149,15 to 24,2019,0.096856469,0.101479612,0.092553697
293,Prevalence,166,Sub-Saharan Africa,2,Female,149,15 to 24,2019,0.021203718,0.024169603,0.018453127
294,Prevalence,168,Angola,1,Male,149,15 to 24,2019,0.077792272,0.10040546,0.060256115
295,Prevalence,168,Angola,2,Female,149,15 to 24,2019,0.011755386,0.020661224,0.005833324
296,Prevalence,169,Central African Republic,1,Male,149,15 to 24,2019,0.094856792,0.123481275,0.070386333
297,Prevalence,169,Central African Republic,2,Female,149,15 to 24,2019,0.012619475,0.024230555,0.006218455
298,Prevalence,170,Congo,1,Male,149,15 to 24,2019,0.141197198,0.178381659,0.109069756
299,Prevalence,170,Congo,2,Female,149,15 to 24,2019,0.024308937,0.043351531,0.011973089
300,Prevalence,171,Democratic Republic of the Congo,1,Male,149,15 to 24,2019,0.102831719,0.13048248,0.079862766
301,Prevalence,171,Democratic Republic of the Congo,2,Female,149,15 to 24,2019,0.005514732,0.009871115,0.002883741
302,Prevalence,172,Equatorial Guinea,1,Male,149,15 to 24,2019,0.229766821,0.278842789,0.185117402
303,Prevalence,172,Equatorial Guinea,2,Female,149,15 to 24,2019,0.049478399,0.087069059,0.025134554
304,Prevalence,173,Gabon,1,Male,149,15 to 24,2019,0.195464622,0.233266198,0.160801711
305,Prevalence,173,Gabon,2,Female,149,15 to 24,2019,0.056384895,0.09007754,0.033419868
306,Prevalence,175,Burundi,1,Male,149,15 to 24,2019,0.059855085,0.07885454,0.044675838
307,Prevalence,175,Burundi,2,Female,149,15 to 24,2019,0.011212783,0.020633558,0.005709932
308,Prevalence,176,Comoros,1,Male,149,15 to 24,2019,0.175917711,0.212016305,0.142912714
309,Prevalence,176,Comoros,2,Female,149,15 to 24,2019,0.040438939,0.064493663,0.023711287
310,Prevalence,177,Djibouti,1,Male,149,15 to 24,2019,0.206547882,0.248417597,0.167261141
311,Prevalence,177,Djibouti,2,Female,149,15 to 24,2019,0.050364572,0.083227995,0.02944459
312,Prevalence,178,Eritrea,1,Male,149,15 to 24,2019,0.071832424,0.096829253,0.052672565
313,Prevalence,178,Eritrea,2,Female,149,15 to 24,2019,0.007445806,0.014025801,0.003733047
314,Prevalence,179,Ethiopia,1,Male,149,15 to 24,2019,0.041764751,0.054308615,0.031528934
315,Prevalence,179,Ethiopia,2,Female,149,15 to 24,2019,0.007218179,0.01293299,0.003872366
316,Prevalence,180,Kenya,1,Male,149,15 to 24,2019,0.093816825,0.11517692,0.074323304
317,Prevalence,180,Kenya,2,Female,149,15 to 24,2019,0.020867242,0.033599533,0.011664388
318,Prevalence,181,Madagascar,1,Male,149,15 to 24,2019,0.237727988,0.28013808,0.199695983
319,Prevalence,181,Madagascar,2,Female,149,15 to 24,2019,0.028409224,0.047461877,0.015578385
320,Prevalence,182,Malawi,1,Male,149,15 to 24,2019,0.088442868,0.108598978,0.071311167
321,Prevalence,182,Malawi,2,Female,149,15 to 24,2019,0.018884715,0.032098265,0.010342475
322,Prevalence,183,Mauritius,1,Male,149,15 to 24,2019,0.416247478,0.462518882,0.368318492
323,Prevalence,183,Mauritius,2,Female,149,15 to 24,2019,0.090419215,0.12725363,0.062265734
324,Prevalence,184,Mozambique,1,Male,149,15 to 24,2019,0.101968173,0.128656174,0.078259563
325,Prevalence,184,Mozambique,2,Female,149,15 to 24,2019,0.037747027,0.060736995,0.021081867
326,Prevalence,185,Rwanda,1,Male,149,15 to 24,2019,0.065593644,0.08538805,0.050020463
327,Prevalence,185,Rwanda,2,Female,149,15 to 24,2019,0.007749367,0.01401548,0.003836792
328,Prevalence,186,Seychelles,1,Male,149,15 to 24,2019,0.378075672,0.442281722,0.31023484
329,Prevalence,186,Seychelles,2,Female,149,15 to 24,2019,0.097727687,0.137860664,0.064540477
330,Prevalence,187,Somalia,1,Male,149,15 to 24,2019,0.104885874,0.140454577,0.077869565
331,Prevalence,187,Somalia,2,Female,149,15 to 24,2019,0.021226039,0.038416574,0.010918845
332,Prevalence,189,United Republic of Tanzania,1,Male,149,15 to 24,2019,0.076578209,0.096588071,0.060299398
333,Prevalence,189,United Republic of Tanzania,2,Female,149,15 to 24,2019,0.019608152,0.033316627,0.010794872
334,Prevalence,190,Uganda,1,Male,149,15 to 24,2019,0.078025394,0.096371453,0.061556732
335,Prevalence,190,Uganda,2,Female,149,15 to 24,2019,0.033618767,0.055415356,0.019613892
336,Prevalence,191,Zambia,1,Male,149,15 to 24,2019,0.162853998,0.190681501,0.138519944
337,Prevalence,191,Zambia,2,Female,149,15 to 24,2019,0.070795298,0.106630501,0.045003525
338,Prevalence,193,Botswana,1,Male,149,15 to 24,2019,0.250039072,0.290817467,0.211812951
339,Prevalence,193,Botswana,2,Female,149,15 to 24,2019,0.075001162,0.107756777,0.049614114
340,Prevalence,194,Lesotho,1,Male,149,15 to 24,2019,0.314844633,0.356469675,0.272350842
341,Prevalence,194,Lesotho,2,Female,149,15 to 24,2019,0.015780616,0.029344403,0.007747234
342,Prevalence,195,Namibia,1,Male,149,15 to 24,2019,0.17081997,0.205964725,0.14181855
343,Prevalence,195,Namibia,2,Female,149,15 to 24,2019,0.083221374,0.127662294,0.052339463
344,Prevalence,196,South Africa,1,Male,149,15 to 24,2019,0.278884001,0.314617098,0.247219091
345,Prevalence,196,South Africa,2,Female,149,15 to 24,2019,0.127357053,0.177467008,0.083170358
346,Prevalence,197,Eswatini,1,Male,149,15 to 24,2019,0.095134486,0.11998652,0.074293808
347,Prevalence,197,Eswatini,2,Female,149,15 to 24,2019,0.017787565,0.030578206,0.0090843
348,Prevalence,198,Zimbabwe,1,Male,149,15 to 24,2019,0.171993571,0.205587432,0.143683314
349,Prevalence,198,Zimbabwe,2,Female,149,15 to 24,2019,0.030440667,0.050697243,0.016414762
350,Prevalence,200,Benin,1,Male,149,15 to 24,2019,0.057775976,0.074493549,0.043925386
351,Prevalence,200,Benin,2,Female,149,15 to 24,2019,0.01256167,0.021357933,0.006920995
352,Prevalence,201,Burkina Faso,1,Male,149,15 to 24,2019,0.132063552,0.163181387,0.103540208
353,Prevalence,201,Burkina Faso,2,Female,149,15 to 24,2019,0.014489442,0.025969791,0.007488057
354,Prevalence,202,Cameroon,1,Male,149,15 to 24,2019,0.070996495,0.090399885,0.054783161
355,Prevalence,202,Cameroon,2,Female,149,15 to 24,2019,0.015456101,0.025224613,0.008435509
356,Prevalence,203,Cabo Verde,1,Male,149,15 to 24,2019,0.053788455,0.070712804,0.038795321
357,Prevalence,203,Cabo Verde,2,Female,149,15 to 24,2019,0.016861786,0.029059424,0.00878732
358,Prevalence,204,Chad,1,Male,149,15 to 24,2019,0.098537489,0.124794513,0.07643366
359,Prevalence,204,Chad,2,Female,149,15 to 24,2019,0.025334209,0.045319636,0.013084795
360,Prevalence,205,Côte d'Ivoire,1,Male,149,15 to 24,2019,0.193444209,0.234320552,0.155091867
361,Prevalence,205,Côte d'Ivoire,2,Female,149,15 to 24,2019,0.035827068,0.060210278,0.019584684
362,Prevalence,206,Gambia,1,Male,149,15 to 24,2019,0.170491745,0.202701422,0.140855192
363,Prevalence,206,Gambia,2,Female,149,15 to 24,2019,0.018092234,0.030663288,0.009729278
364,Prevalence,207,Ghana,1,Male,149,15 to 24,2019,0.041081657,0.052689335,0.030935315
365,Prevalence,207,Ghana,2,Female,149,15 to 24,2019,0.012267959,0.020462572,0.006317519
366,Prevalence,208,Guinea,1,Male,149,15 to 24,2019,0.200121307,0.248464789,0.156955445
367,Prevalence,208,Guinea,2,Female,149,15 to 24,2019,0.015673822,0.028458871,0.007617167
368,Prevalence,209,Guinea-Bissau,1,Male,149,15 to 24,2019,0.049665558,0.067105094,0.03575534
369,Prevalence,209,Guinea-Bissau,2,Female,149,15 to 24,2019,0.007765782,0.014184969,0.003919956
370,Prevalence,210,Liberia,1,Male,149,15 to 24,2019,0.048919693,0.066346974,0.036510342
371,Prevalence,210,Liberia,2,Female,149,15 to 24,2019,0.030722398,0.048237723,0.017680757
372,Prevalence,211,Mali,1,Male,149,15 to 24,2019,0.163209251,0.198907268,0.130413124
373,Prevalence,211,Mali,2,Female,149,15 to 24,2019,0.010450431,0.017826101,0.005267866
374,Prevalence,212,Mauritania,1,Male,149,15 to 24,2019,0.264530451,0.315834841,0.21781345
375,Prevalence,212,Mauritania,2,Female,149,15 to 24,2019,0.096834349,0.137528666,0.064957646
376,Prevalence,213,Niger,1,Male,149,15 to 24,2019,0.140093443,0.172651609,0.1123074
377,Prevalence,213,Niger,2,Female,149,15 to 24,2019,0.021819721,0.03647884,0.011847484
378,Prevalence,214,Nigeria,1,Male,149,15 to 24,2019,0.037214999,0.048941049,0.028226977
379,Prevalence,214,Nigeria,2,Female,149,15 to 24,2019,0.004890502,0.009051228,0.002435983
380,Prevalence,215,Sao Tome and Principe,1,Male,149,15 to 24,2019,0.026143538,0.035992542,0.018625408
381,Prevalence,215,Sao Tome and Principe,2,Female,149,15 to 24,2019,0.005584435,0.010079043,0.002732578
382,Prevalence,216,Senegal,1,Male,149,15 to 24,2019,0.114477666,0.13826291,0.093462412
383,Prevalence,216,Senegal,2,Female,149,15 to 24,2019,0.015633122,0.027217324,0.008435833
384,Prevalence,217,Sierra Leone,1,Male,149,15 to 24,2019,0.171940684,0.207791556,0.139701469
385,Prevalence,217,Sierra Leone,2,Female,149,15 to 24,2019,0.073120682,0.11578132,0.044079039
386,Prevalence,218,Togo,1,Male,149,15 to 24,2019,0.073220077,0.092809386,0.056689351
387,Prevalence,218,Togo,2,Female,149,15 to 24,2019,0.014152749,0.023676163,0.007442386
388,Prevalence,298,American Samoa,1,Male,149,15 to 24,2019,0.376924189,0.445887819,0.309702615
389,Prevalence,298,American Samoa,2,Female,149,15 to 24,2019,0.212670592,0.327101962,0.123972012
390,Prevalence,305,Bermuda,1,Male,149,15 to 24,2019,0.149830346,0.190521745,0.117225042
391,Prevalence,305,Bermuda,2,Female,149,15 to 24,2019,0.068367853,0.108307103,0.041449799
392,Prevalence,320,Cook Islands,1,Male,149,15 to 24,2019,0.359060789,0.417975197,0.302142426
393,Prevalence,320,Cook Islands,2,Female,149,15 to 24,2019,0.343885047,0.454853981,0.250374354
394,Prevalence,349,Greenland,1,Male,149,15 to 24,2019,0.492244814,0.571789577,0.417220401
395,Prevalence,349,Greenland,2,Female,149,15 to 24,2019,0.48971271,0.620534815,0.371152125
396,Prevalence,351,Guam,1,Male,149,15 to 24,2019,0.280231149,0.317398356,0.24607131
397,Prevalence,351,Guam,2,Female,149,15 to 24,2019,0.163013642,0.208621706,0.122609889
398,Prevalence,367,Monaco,1,Male,149,15 to 24,2019,0.273064383,0.335250895,0.212814886
399,Prevalence,367,Monaco,2,Female,149,15 to 24,2019,0.251679404,0.378002112,0.148722964
400,Prevalence,369,Nauru,1,Male,149,15 to 24,2019,0.455276935,0.511939266,0.396270052
401,Prevalence,369,Nauru,2,Female,149,15 to 24,2019,0.415215875,0.526940601,0.315054634
402,Prevalence,374,Niue,1,Male,149,15 to 24,2019,0.194465572,0.237019606,0.157817764
403,Prevalence,374,Niue,2,Female,149,15 to 24,2019,0.144740946,0.216920899,0.092667952
404,Prevalence,376,Northern Mariana Islands,1,Male,149,15 to 24,2019,0.373884802,0.436114729,0.310710505
405,Prevalence,376,Northern Mariana Islands,2,Female,149,15 to 24,2019,0.20578422,0.291998784,0.138818857
406,Prevalence,380,Palau,1,Male,149,15 to 24,2019,0.392677185,0.437728458,0.348729029
407,Prevalence,380,Palau,2,Female,149,15 to 24,2019,0.232063743,0.27916414,0.191519548
408,Prevalence,385,Puerto Rico,1,Male,149,15 to 24,2019,0.127553009,0.15460525,0.10219469
409,Prevalence,385,Puerto Rico,2,Female,149,15 to 24,2019,0.060636567,0.088250902,0.038764034
410,Prevalence,393,Saint Kitts and Nevis,1,Male,149,15 to 24,2019,0.076362761,0.102298377,0.055693284
411,Prevalence,393,Saint Kitts and Nevis,2,Female,149,15 to 24,2019,0.026575991,0.047750807,0.013316323
412,Prevalence,396,San Marino,1,Male,149,15 to 24,2019,0.211645766,0.254265947,0.176924193
413,Prevalence,396,San Marino,2,Female,149,15 to 24,2019,0.189062689,0.26312903,0.132210924
414,Prevalence,413,Tokelau,1,Male,149,15 to 24,2019,0.361706292,0.437369783,0.293086616
415,Prevalence,413,Tokelau,2,Female,149,15 to 24,2019,0.168013689,0.264193732,0.088088286
416,Prevalence,416,Tuvalu,1,Male,149,15 to 24,2019,0.401747696,0.45993179,0.348335322
417,Prevalence,416,Tuvalu,2,Female,149,15 to 24,2019,0.183004908,0.252627175,0.122096734
418,Prevalence,422,United States Virgin Islands,1,Male,149,15 to 24,2019,0.047219928,0.06307871,0.034501304
419,Prevalence,422,United States Virgin Islands,2,Female,149,15 to 24,2019,0.022759561,0.041617434,0.010745373
420,Prevalence,435,South Sudan,1,Male,149,15 to 24,2019,0.108922537,0.140523057,0.080446494
421,Prevalence,435,South Sudan,2,Female,149,15 to 24,2019,0.01702633,0.030027794,0.008479412
422,Prevalence,522,Sudan,1,Male,149,15 to 24,2019,0.134835861,0.165312617,0.109702929
423,Prevalence,522,Sudan,2,Female,149,15 to 24,2019,0.020338783,0.035743926,0.010560897
424,Number of Smokers,1,Global,1,Male,149,15 to 24,2019,124995683.5,129546645.1,120812389.9
425,Number of Smokers,1,Global,2,Female,149,15 to 24,2019,29566446.25,31582427.92,27712023.52
426,Number of Smokers,4,"Southeast Asia, East Asia, and Oceania",1,Male,149,15 to 24,2019,46250582.35,49084826.03,43536958.48
427,Number of Smokers,4,"Southeast Asia, East Asia, and Oceania",2,Female,149,15 to 24,2019,3597932.61,4678339.134,2888817.011
428,Number of Smokers,6,China,1,Male,149,15 to 24,2019,24977346.84,27510809.14,22336782.54
429,Number of Smokers,6,China,2,Female,149,15 to 24,2019,1606446.207,2631080.11,993994.0741
430,Number of Smokers,7,Democratic People's Republic of Korea,1,Male,149,15 to 24,2019,509409.2776,605397.159,419261.0662
431,Number of Smokers,7,Democratic People's Republic of Korea,2,Female,149,15 to 24,2019,45339.96392,79283.77837,22530.97432
432,Number of Smokers,8,Taiwan (Province of China),1,Male,149,15 to 24,2019,353813.5974,414878.6742,292805.5657
433,Number of Smokers,8,Taiwan (Province of China),2,Female,149,15 to 24,2019,59926.46956,105203.5528,30720.53621
434,Number of Smokers,10,Cambodia,1,Male,149,15 to 24,2019,227465.9384,272897.8175,186932.1063
435,Number of Smokers,10,Cambodia,2,Female,149,15 to 24,2019,31396.27805,52590.22129,17579.79704
436,Number of Smokers,11,Indonesia,1,Male,149,15 to 24,2019,9417852.211,10171280.91,8716523.189
437,Number of Smokers,11,Indonesia,2,Female,149,15 to 24,2019,491184.2605,778397.8987,289524.5766
438,Number of Smokers,12,Lao People's Democratic Republic,1,Male,149,15 to 24,2019,201334.0181,233265.5892,169855.3143
439,Number of Smokers,12,Lao People's Democratic Republic,2,Female,149,15 to 24,2019,24004.19584,37148.21415,14079.76794
440,Number of Smokers,13,Malaysia,1,Male,149,15 to 24,2019,969317.1369,1093408.887,845206.1761
441,Number of Smokers,13,Malaysia,2,Female,149,15 to 24,2019,82115.11838,130282.3594,49540.74818
442,Number of Smokers,14,Maldives,1,Male,149,15 to 24,2019,14599.82122,16817.46738,12359.5609
443,Number of Smokers,14,Maldives,2,Female,149,15 to 24,2019,1669.797639,2531.658463,1005.888905
444,Number of Smokers,15,Myanmar,1,Male,149,15 to 24,2019,1585879.204,1769941.54,1406654.196
445,Number of Smokers,15,Myanmar,2,Female,149,15 to 24,2019,85314.56896,141496.4399,45404.7275
446,Number of Smokers,16,Philippines,1,Male,149,15 to 24,2019,3535021.671,3919941.058,3171747.168
447,Number of Smokers,16,Philippines,2,Female,149,15 to 24,2019,686922.5326,955610.9175,481538.3014
448,Number of Smokers,17,Sri Lanka,1,Male,149,15 to 24,2019,270509.6366,322422.8368,224865.8325
449,Number of Smokers,17,Sri Lanka,2,Female,149,15 to 24,2019,15281.02406,28275.8589,7788.958649
450,Number of Smokers,18,Thailand,1,Male,149,15 to 24,2019,1580741.317,1739599.803,1415001.672
451,Number of Smokers,18,Thailand,2,Female,149,15 to 24,2019,130471.9657,208037.8814,79919.849
452,Number of Smokers,19,Timor-Leste,1,Male,149,15 to 24,2019,77849.32255,84055.23904,71956.40779
453,Number of Smokers,19,Timor-Leste,2,Female,149,15 to 24,2019,5496.085588,8629.005435,3343.152325
454,Number of Smokers,20,Viet Nam,1,Male,149,15 to 24,2019,1926187.313,2178081.956,1687509.134
455,Number of Smokers,20,Viet Nam,2,Female,149,15 to 24,2019,75908.65335,136956.9127,38980.76085
456,Number of Smokers,22,Fiji,1,Male,149,15 to 24,2019,28334.81366,32984.60832,23775.35649
457,Number of Smokers,22,Fiji,2,Female,149,15 to 24,2019,11024.7671,16500.77685,7094.274213
458,Number of Smokers,23,Kiribati,1,Male,149,15 to 24,2019,5868.325523,6390.77478,5331.065232
459,Number of Smokers,23,Kiribati,2,Female,149,15 to 24,2019,2836.321158,3640.314169,2127.827346
460,Number of Smokers,24,Marshall Islands,1,Male,149,15 to 24,2019,2097.168703,2384.441494,1805.111117
461,Number of Smokers,24,Marshall Islands,2,Female,149,15 to 24,2019,617.9512721,882.9848164,405.527304
462,Number of Smokers,25,Micronesia (Federated States of),1,Male,149,15 to 24,2019,6779.824438,7385.099044,6122.578293
463,Number of Smokers,25,Micronesia (Federated States of),2,Female,149,15 to 24,2019,3857.666243,4936.05342,2822.912444
464,Number of Smokers,26,Papua New Guinea,1,Male,149,15 to 24,2019,459607.2239,511877.7738,406374.83
465,Number of Smokers,26,Papua New Guinea,2,Female,149,15 to 24,2019,205849.6277,268471.8525,152641.5353
466,Number of Smokers,27,Samoa,1,Male,149,15 to 24,2019,5744.270548,6556.580194,4972.705794
467,Number of Smokers,27,Samoa,2,Female,149,15 to 24,2019,2008.697193,2811.264356,1361.684933
468,Number of Smokers,28,Solomon Islands,1,Male,149,15 to 24,2019,29824.42562,32651.04458,27030.65852
469,Number of Smokers,28,Solomon Islands,2,Female,149,15 to 24,2019,11613.35134,14791.49889,8914.557341
470,Number of Smokers,29,Tonga,1,Male,149,15 to 24,2019,3289.382881,3756.17813,2853.313394
471,Number of Smokers,29,Tonga,2,Female,149,15 to 24,2019,1264.329551,1757.317545,862.621496
472,Number of Smokers,30,Vanuatu,1,Male,149,15 to 24,2019,9915.592913,11259.08821,8602.10177
473,Number of Smokers,30,Vanuatu,2,Female,149,15 to 24,2019,2909.440403,4117.680463,1863.858472
474,Number of Smokers,31,"Central Europe, Eastern Europe, and Central Asia",1,Male,149,15 to 24,2019,6720362.276,6997339.621,6443146.212
475,Number of Smokers,31,"Central Europe, Eastern Europe, and Central Asia",2,Female,149,15 to 24,2019,3388352.357,3703948.541,3100664.866
476,Number of Smokers,33,Armenia,1,Male,149,15 to 24,2019,71143.23121,78199.06819,64753.81571
477,Number of Smokers,33,Armenia,2,Female,149,15 to 24,2019,3171.13881,5438.597157,1683.724216
478,Number of Smokers,34,Azerbaijan,1,Male,149,15 to 24,2019,216085.4419,242640.8416,189660.8954
479,Number of Smokers,34,Azerbaijan,2,Female,149,15 to 24,2019,16909.26636,28274.77394,8915.206773
480,Number of Smokers,35,Georgia,1,Male,149,15 to 24,2019,86488.99146,95673.13768,77880.71199
481,Number of Smokers,35,Georgia,2,Female,149,15 to 24,2019,13721.67694,18875.46989,9403.312569
482,Number of Smokers,36,Kazakhstan,1,Male,149,15 to 24,2019,298932.0968,344825.3557,256627.3312
483,Number of Smokers,36,Kazakhstan,2,Female,149,15 to 24,2019,87189.76096,127761.1715,55762.38276
484,Number of Smokers,37,Kyrgyzstan,1,Male,149,15 to 24,2019,129763.2026,152869.0281,108186.0551
485,Number of Smokers,37,Kyrgyzstan,2,Female,149,15 to 24,2019,21526.18731,35076.5067,12702.8498
486,Number of Smokers,38,Mongolia,1,Male,149,15 to 24,2019,83421.68527,94792.74542,72222.38065
487,Number of Smokers,38,Mongolia,2,Female,149,15 to 24,2019,11872.78157,18447.70262,7232.959322
488,Number of Smokers,39,Tajikistan,1,Male,149,15 to 24,2019,79748.30289,98720.02555,63078.92944
489,Number of Smokers,39,Tajikistan,2,Female,149,15 to 24,2019,8604.159467,16082.26435,4273.622494
490,Number of Smokers,40,Turkmenistan,1,Male,149,15 to 24,2019,71478.80447,88277.34457,56223.4059
491,Number of Smokers,40,Turkmenistan,2,Female,149,15 to 24,2019,6312.746021,10990.51159,3367.183522
492,Number of Smokers,41,Uzbekistan,1,Male,149,15 to 24,2019,259754.8325,332278.6599,199552.9494
493,Number of Smokers,41,Uzbekistan,2,Female,149,15 to 24,2019,37689.09352,70148.36337,18670.71767
494,Number of Smokers,43,Albania,1,Male,149,15 to 24,2019,94391.00491,102528.6117,86618.20875
495,Number of Smokers,43,Albania,2,Female,149,15 to 24,2019,24401.73148,35799.98629,15580.38161
496,Number of Smokers,44,Bosnia and Herzegovina,1,Male,149,15 to 24,2019,64287.67328,74332.92752,55079.48471
497,Number of Smokers,44,Bosnia and Herzegovina,2,Female,149,15 to 24,2019,47662.147,63626.65285,33717.30388
498,Number of Smokers,45,Bulgaria,1,Male,149,15 to 24,2019,120819.1367,135145.2364,105483.0706
499,Number of Smokers,45,Bulgaria,2,Female,149,15 to 24,2019,119321.8338,141627.8799,97905.71557
500,Number of Smokers,46,Croatia,1,Male,149,15 to 24,2019,87670.35854,98036.39899,78123.8628
501,Number of Smokers,46,Croatia,2,Female,149,15 to 24,2019,78618.59988,92389.81037,64880.49494
502,Number of Smokers,47,Czechia,1,Male,149,15 to 24,2019,170668.6093,188552.918,152929.2026
503,Number of Smokers,47,Czechia,2,Female,149,15 to 24,2019,134951.6519,156996.7051,113251.5023
504,Number of Smokers,48,Hungary,1,Male,149,15 to 24,2019,169068.671,195485.3527,145273.3628
505,Number of Smokers,48,Hungary,2,Female,149,15 to 24,2019,144588.7,182422.6502,112337.3545
506,Number of Smokers,49,North Macedonia,1,Male,149,15 to 24,2019,51977.00098,58356.54619,45992.82706
507,Number of Smokers,49,North Macedonia,2,Female,149,15 to 24,2019,30436.47737,38381.75239,23172.94703
508,Number of Smokers,50,Montenegro,1,Male,149,15 to 24,2019,8540.966935,9732.190808,7422.414501
509,Number of Smokers,50,Montenegro,2,Female,149,15 to 24,2019,6466.300826,8059.697373,5017.251623
510,Number of Smokers,51,Poland,1,Male,149,15 to 24,2019,568243.1323,634656.3091,509587.1491
511,Number of Smokers,51,Poland,2,Female,149,15 to 24,2019,472922.6441,567160.3975,394334.5338
512,Number of Smokers,52,Romania,1,Male,149,15 to 24,2019,354346.5322,392061.5705,316986.6833
513,Number of Smokers,52,Romania,2,Female,149,15 to 24,2019,217629.7513,267054.3934,178303.0972
514,Number of Smokers,53,Serbia,1,Male,149,15 to 24,2019,150375.315,169927.25,131235.3687
515,Number of Smokers,53,Serbia,2,Female,149,15 to 24,2019,171356.8895,203710.1194,140186.0116
516,Number of Smokers,54,Slovakia,1,Male,149,15 to 24,2019,93198.99867,106198.623,80851.39987
517,Number of Smokers,54,Slovakia,2,Female,149,15 to 24,2019,77526.74066,93667.53909,61701.40854
518,Number of Smokers,55,Slovenia,1,Male,149,15 to 24,2019,32117.27226,36288.5231,28254.27262
519,Number of Smokers,55,Slovenia,2,Female,149,15 to 24,2019,26208.47308,31288.07557,20879.28671
520,Number of Smokers,57,Belarus,1,Male,149,15 to 24,2019,169823.8167,192502.1394,146748.6152
521,Number of Smokers,57,Belarus,2,Female,149,15 to 24,2019,114325.52,146051.4244,85743.11634
522,Number of Smokers,58,Estonia,1,Male,149,15 to 24,2019,18329.57223,20484.84165,16307.66917
523,Number of Smokers,58,Estonia,2,Female,149,15 to 24,2019,12627.94105,15471.74971,10104.23578
524,Number of Smokers,59,Latvia,1,Male,149,15 to 24,2019,35797.89938,39102.24674,32247.55108
525,Number of Smokers,59,Latvia,2,Female,149,15 to 24,2019,23190.40975,27967.59604,18721.95346
526,Number of Smokers,60,Lithuania,1,Male,149,15 to 24,2019,53630.99125,59769.12479,47588.10734
527,Number of Smokers,60,Lithuania,2,Female,149,15 to 24,2019,41877.94533,50604.49732,35276.3209
528,Number of Smokers,61,Republic of Moldova,1,Male,149,15 to 24,2019,71321.11531,80455.58563,62565.62539
529,Number of Smokers,61,Republic of Moldova,2,Female,149,15 to 24,2019,16916.73607,24933.46367,11004.82643
530,Number of Smokers,62,Russian Federation,1,Male,149,15 to 24,2019,2336277.306,2549326.368,2121663.888
531,Number of Smokers,62,Russian Federation,2,Female,149,15 to 24,2019,1042901.109,1289144.999,814760.5817
532,Number of Smokers,63,Ukraine,1,Male,149,15 to 24,2019,772660.3145,871754.9999,688655.053
533,Number of Smokers,63,Ukraine,2,Female,149,15 to 24,2019,377423.944,492242.211,287846.1428
534,Number of Smokers,64,High-income,1,Male,149,15 to 24,2019,15882412.22,16527674.98,15204705.1
535,Number of Smokers,64,High-income,2,Female,149,15 to 24,2019,10730821.08,11516890.5,9929338.449
536,Number of Smokers,66,Brunei Darussalam,1,Male,149,15 to 24,2019,11302.30007,13746.70209,8997.618396
537,Number of Smokers,66,Brunei Darussalam,2,Female,149,15 to 24,2019,2033.994489,3274.04205,1154.855485
538,Number of Smokers,67,Japan,1,Male,149,15 to 24,2019,1418806.915,1694418.217,1159738.774
539,Number of Smokers,67,Japan,2,Female,149,15 to 24,2019,390639.2713,608059.4933,233838.8678
540,Number of Smokers,68,Republic of Korea,1,Male,149,15 to 24,2019,945010.1101,1107478.874,779893.3973
541,Number of Smokers,68,Republic of Korea,2,Female,149,15 to 24,2019,218156.0572,349439.0553,129009.6318
542,Number of Smokers,69,Singapore,1,Male,149,15 to 24,2019,46553.22154,56903.63034,37151.53859
543,Number of Smokers,69,Singapore,2,Female,149,15 to 24,2019,19721.26812,30695.7438,12067.50991
544,Number of Smokers,71,Australia,1,Male,149,15 to 24,2019,241234.5529,295974.3416,194145.4071
545,Number of Smokers,71,Australia,2,Female,149,15 to 24,2019,214961.1463,305773.5269,145506.443
